Id,FIPS_County,Title,Description,Start_Date,End_Date,End_Date_Known,Post_Date,Level,FIPS_State,State,State_Abbr,County,IsPositive,Agriculture,Business_And_Industry,Energy,Fire,Plants_And_Wildlife,Relief_Response_And_Restrictions,Society_And_Public_Health,Tourism_And_Recreation,Water_Supply_And_Quality,Total,Impact Source
54137,6017,"Water districts near Sacramento, California urged to rely on groundwater more","As the level of Folsom Lake fell to one of its lowest points ever, the Sacramento Regional Water Authority was urging its 20 water districts in the Sacramento area to rely more on groundwater than surface water to reduce reliance on Folsom Lake and the Lower American River.
CBS Sacramento (Calif.), May 14, 2021",5/14/2021,6/13/2021,estimated,5/22/2021,County,6,California,CA,El Dorado County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54137
54137,6061,"Water districts near Sacramento, California urged to rely on groundwater more","As the level of Folsom Lake fell to one of its lowest points ever, the Sacramento Regional Water Authority was urging its 20 water districts in the Sacramento area to rely more on groundwater than surface water to reduce reliance on Folsom Lake and the Lower American River.
CBS Sacramento (Calif.), May 14, 2021",5/14/2021,6/13/2021,estimated,5/22/2021,County,6,California,CA,Placer County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54137
54137,6067,"Water districts near Sacramento, California urged to rely on groundwater more","As the level of Folsom Lake fell to one of its lowest points ever, the Sacramento Regional Water Authority was urging its 20 water districts in the Sacramento area to rely more on groundwater than surface water to reduce reliance on Folsom Lake and the Lower American River.
CBS Sacramento (Calif.), May 14, 2021",5/14/2021,6/13/2021,estimated,5/22/2021,County,6,California,CA,Sacramento County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54137
51648,6055,"Phase II water emergency in St. Helena, California","St. Helena remained in a Phase II water emergency, and water rationing was in effect. 
Napa Valley Register (Calif.), May 11, 2021

St. Helena officials adopted a sliding scale of fines, effective June 1 for water customers who exceed their allowed consumption during the emergency.  
Napa Valley Register (Calif.), May 5, 2021

New penalties will be imposed on St. Helena water customers who exceed their rations beginning May 1 as the Phase II water emergency continued.  The penalties must be approved at an upcoming April 13 council meeting. The city allocates 65 gallons per person daily, plus 2,500 gallons per month for outdoor use.  
St. Helena’s Bell Canyon Reservoir is at 42% of capacity.
Napa Valley Register (Calif.), March 24, 2021

The Phase II water emergency remained in effect for St. Helena.  Bell Canyon Reservoir had an elevation of 400.11 feet, or about 40% of capacity.  
Napa Valley Register (Calif.), March 10, 2021

Drought and increased water demand for firefighting led St. Helena authorities to declare a Phase II water emergency and order mandatory rationing.  Bell Canyon Reservoir was at 38.8 percent of capacity after a year of meager rainfall yielding just 20 inches.  An unknown amount of water was also used to fight the LNU Lightning Complex and Glass fires.
Napa Valley Register (Calif.), Oct 28, 2020",10/27/2020,12/31/2021,reported,5/21/2021,County,6,California,CA,Napa County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/51648
53958,6011,Burn permits suspended in six northern California counties,"Cal Fire suspended burn permits in the six northern California counties of Napa, Solano, Sonoma, Colusa, Lake and Yolo, due to ongoing drought and a fire season that has begun early.  The suspension begins May 10 and prohibits all residential outdoor burning of landscape debris in areas of state responsibility within the six counties. 
NBC Bay Area (San Jose, Calif.), May 6, 2021",5/10/2021,6/9/2021,estimated,5/15/2021,County,6,California,CA,Colusa County,0,0,0,0,1,0,1,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/53958
53958,6033,Burn permits suspended in six northern California counties,"Cal Fire suspended burn permits in the six northern California counties of Napa, Solano, Sonoma, Colusa, Lake and Yolo, due to ongoing drought and a fire season that has begun early.  The suspension begins May 10 and prohibits all residential outdoor burning of landscape debris in areas of state responsibility within the six counties. 
NBC Bay Area (San Jose, Calif.), May 6, 2021",5/10/2021,6/9/2021,estimated,5/15/2021,County,6,California,CA,Lake County,0,0,0,0,1,0,1,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/53958
53958,6055,Burn permits suspended in six northern California counties,"Cal Fire suspended burn permits in the six northern California counties of Napa, Solano, Sonoma, Colusa, Lake and Yolo, due to ongoing drought and a fire season that has begun early.  The suspension begins May 10 and prohibits all residential outdoor burning of landscape debris in areas of state responsibility within the six counties. 
NBC Bay Area (San Jose, Calif.), May 6, 2021",5/10/2021,6/9/2021,estimated,5/15/2021,County,6,California,CA,Napa County,0,0,0,0,1,0,1,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/53958
53958,6095,Burn permits suspended in six northern California counties,"Cal Fire suspended burn permits in the six northern California counties of Napa, Solano, Sonoma, Colusa, Lake and Yolo, due to ongoing drought and a fire season that has begun early.  The suspension begins May 10 and prohibits all residential outdoor burning of landscape debris in areas of state responsibility within the six counties. 
NBC Bay Area (San Jose, Calif.), May 6, 2021",5/10/2021,6/9/2021,estimated,5/15/2021,County,6,California,CA,Solano County,0,0,0,0,1,0,1,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/53958
53958,6097,Burn permits suspended in six northern California counties,"Cal Fire suspended burn permits in the six northern California counties of Napa, Solano, Sonoma, Colusa, Lake and Yolo, due to ongoing drought and a fire season that has begun early.  The suspension begins May 10 and prohibits all residential outdoor burning of landscape debris in areas of state responsibility within the six counties. 
NBC Bay Area (San Jose, Calif.), May 6, 2021",5/10/2021,6/9/2021,estimated,5/15/2021,County,6,California,CA,Sonoma County,0,0,0,0,1,0,1,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/53958
53958,6113,Burn permits suspended in six northern California counties,"Cal Fire suspended burn permits in the six northern California counties of Napa, Solano, Sonoma, Colusa, Lake and Yolo, due to ongoing drought and a fire season that has begun early.  The suspension begins May 10 and prohibits all residential outdoor burning of landscape debris in areas of state responsibility within the six counties. 
NBC Bay Area (San Jose, Calif.), May 6, 2021",5/10/2021,6/9/2021,estimated,5/15/2021,County,6,California,CA,Yolo County,0,0,0,0,1,0,1,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/53958
54101,6007,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Butte County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6011,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Colusa County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6021,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Glenn County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6033,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Lake County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6055,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Napa County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6061,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Placer County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6067,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Sacramento County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6077,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,San Joaquin County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6089,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Shasta County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6095,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Solano County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6101,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Sutter County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6103,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Tehama County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6113,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Yolo County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54101,6115,Rice farmers in California's Sacramento Valley fallowing rice fields,"About 100,000 acres less rice will be grown in California, due to low water supplies, according to the CEO of the California Rice Commission.  One rice grower was pumping more groundwater than usual and was forced to fallow half of his rice fields.  The reduction in rice grown is expected to hurt small communities north of Sacramento that depend on rice for jobs in milling, processing and shipping.
CBS Sacramento (Calif.), May 6, 2021",5/6/2021,12/31/2021,reported,5/15/2021,County,6,California,CA,Yuba County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54101
54102,6085,"Santa Clara County, California ranchers purchasing feed, hay as grasses were short","Pastures in Santa Clara County offered short, stubby grasses for grazing as little rain fell to stimulate growth, forcing ranchers to purchase feed and hay, sometimes from three states away, according to a local rancher.
CBS San Francisco (Calif.), May 6, 2021",5/6/2021,6/5/2021,estimated,5/15/2021,County,6,California,CA,Santa Clara County,0,1,0,0,0,1,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54102
54083,6085,Water rate increase for Santa Clara Valley Water District in California,"The Santa Clara Valley Water District board of directors approved a 9.1 percent rate increase for the 2022 fiscal year.  The rate increase was needed to help pay for additional emergency water, conservation programs, expanded use of recycled water, an environmental impact report for the proposed Pacheco Reservoir Expansion Project, and start the work on the dam seismic retrofit project.  County residents can expect to pay an additional $4.30 to $4.82 monthly from July 1, 2021 through June 30, 2022.
San Francisco Chronicle (Calif.), May 12, 2021",5/12/2021,6/30/2022,reported,5/14/2021,County,6,California,CA,Santa Clara County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54083
54088,6019,"Field of asparagus destroyed in Fresno County, California","Some Central Valley farmers were destroying their crops, knowing that they will not have enough water to bring them to harvest.  Lost crops equals lost jobs for farmworkers and likely smaller quantities of more expensive produce in the grocery store.
A field of asparagus in Fresno County was destroyed to leave water for other crops and will put 50 to 60 farmworkers out of a job next year.
KGPE-TV CBS 47 Fresno (Calif.), May 12, 2021",5/12/2021,6/11/2021,estimated,5/14/2021,County,6,California,CA,Fresno County,0,1,0,0,0,0,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54088
54089,6019,"Almond trees removed, citrus picked early in California's Central Valley","Limited water supplies led California farmers to take drastic steps to efficiently use the water they have.  A Fresno County farmer removed nearly 400 acres of 15-year old, prime-production almond trees because there was not enough water to irrigate them this year since his 5% allocation from the Central Valley Project was suspended.  The only water available for purchase was astronomically priced at $1,500 to $2,000 per acre-foot.
A citrus grower with farmland in Fresno, Tulare and Kern counties, said he harvested about 80 acres of citrus a month and a half early, ""to save water for other ranches.""
Ag Alert (Sacramento, Calif.), May 12, 2021",5/12/2021,6/11/2021,estimated,5/14/2021,County,6,California,CA,Fresno County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54089
54089,6029,"Almond trees removed, citrus picked early in California's Central Valley","Limited water supplies led California farmers to take drastic steps to efficiently use the water they have.  A Fresno County farmer removed nearly 400 acres of 15-year old, prime-production almond trees because there was not enough water to irrigate them this year since his 5% allocation from the Central Valley Project was suspended.  The only water available for purchase was astronomically priced at $1,500 to $2,000 per acre-foot.
A citrus grower with farmland in Fresno, Tulare and Kern counties, said he harvested about 80 acres of citrus a month and a half early, ""to save water for other ranches.""
Ag Alert (Sacramento, Calif.), May 12, 2021",5/12/2021,6/11/2021,estimated,5/14/2021,County,6,California,CA,Kern County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54089
54089,6107,"Almond trees removed, citrus picked early in California's Central Valley","Limited water supplies led California farmers to take drastic steps to efficiently use the water they have.  A Fresno County farmer removed nearly 400 acres of 15-year old, prime-production almond trees because there was not enough water to irrigate them this year since his 5% allocation from the Central Valley Project was suspended.  The only water available for purchase was astronomically priced at $1,500 to $2,000 per acre-foot.
A citrus grower with farmland in Fresno, Tulare and Kern counties, said he harvested about 80 acres of citrus a month and a half early, ""to save water for other ranches.""
Ag Alert (Sacramento, Calif.), May 12, 2021",5/12/2021,6/11/2021,estimated,5/14/2021,County,6,California,CA,Tulare County,0,1,0,0,0,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54089
54091,6041,"Drought, water supply main factor in dairy closing in Marin County, California","The largest and oldest dairy in the Point Reyes National Seashore is closing, leaving eight families without housing or work.  The dairy owner listed a number of reasons for closing, but drought and the fear of running out of water topped the list.  Six hundred fifty cows were sold, and the staff was laid off. The ranch’s single spring was historically abundant, but was no longer recharging.  Grass was growing more slowly, forcing the purchase of feed.  A glut of organic milk meant prices were down.
Point Reyes Light (Point Reyes Station, Calif.), May 12, 2021",5/12/2021,6/11/2021,estimated,5/14/2021,County,6,California,CA,Marin County,0,1,1,0,0,1,0,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54091
54099,6019,California officials warned to prepare for dry wells in Central Valley,"California’s last drought affected rural, low-income Latino communities most in terms of drinking water shortages as Central Valley wells went dry.  A report from the Legislative Analyst’s Office warned state officials to prepare by increasing the monitoring of wells in at risk communities and having water ready to deliver.
A report from the California Natural Resources Agency listed 2,600 reports of dry wells received through January 2019, mostly in 2014 and 2015.  The figure was recognized as an undercount.
Cal Matters (Sacramento, Calif.), May 13, 2021",5/13/2021,6/12/2021,estimated,5/14/2021,County,6,California,CA,Fresno County,0,0,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54099
54099,6029,California officials warned to prepare for dry wells in Central Valley,"California’s last drought affected rural, low-income Latino communities most in terms of drinking water shortages as Central Valley wells went dry.  A report from the Legislative Analyst’s Office warned state officials to prepare by increasing the monitoring of wells in at risk communities and having water ready to deliver.
A report from the California Natural Resources Agency listed 2,600 reports of dry wells received through January 2019, mostly in 2014 and 2015.  The figure was recognized as an undercount.
Cal Matters (Sacramento, Calif.), May 13, 2021",5/13/2021,6/12/2021,estimated,5/14/2021,County,6,California,CA,Kern County,0,0,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54099
54099,6031,California officials warned to prepare for dry wells in Central Valley,"California’s last drought affected rural, low-income Latino communities most in terms of drinking water shortages as Central Valley wells went dry.  A report from the Legislative Analyst’s Office warned state officials to prepare by increasing the monitoring of wells in at risk communities and having water ready to deliver.
A report from the California Natural Resources Agency listed 2,600 reports of dry wells received through January 2019, mostly in 2014 and 2015.  The figure was recognized as an undercount.
Cal Matters (Sacramento, Calif.), May 13, 2021",5/13/2021,6/12/2021,estimated,5/14/2021,County,6,California,CA,Kings County,0,0,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54099
54099,6039,California officials warned to prepare for dry wells in Central Valley,"California’s last drought affected rural, low-income Latino communities most in terms of drinking water shortages as Central Valley wells went dry.  A report from the Legislative Analyst’s Office warned state officials to prepare by increasing the monitoring of wells in at risk communities and having water ready to deliver.
A report from the California Natural Resources Agency listed 2,600 reports of dry wells received through January 2019, mostly in 2014 and 2015.  The figure was recognized as an undercount.
Cal Matters (Sacramento, Calif.), May 13, 2021",5/13/2021,6/12/2021,estimated,5/14/2021,County,6,California,CA,Madera County,0,0,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54099
54099,6043,California officials warned to prepare for dry wells in Central Valley,"California’s last drought affected rural, low-income Latino communities most in terms of drinking water shortages as Central Valley wells went dry.  A report from the Legislative Analyst’s Office warned state officials to prepare by increasing the monitoring of wells in at risk communities and having water ready to deliver.
A report from the California Natural Resources Agency listed 2,600 reports of dry wells received through January 2019, mostly in 2014 and 2015.  The figure was recognized as an undercount.
Cal Matters (Sacramento, Calif.), May 13, 2021",5/13/2021,6/12/2021,estimated,5/14/2021,County,6,California,CA,Mariposa County,0,0,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54099
54099,6047,California officials warned to prepare for dry wells in Central Valley,"California’s last drought affected rural, low-income Latino communities most in terms of drinking water shortages as Central Valley wells went dry.  A report from the Legislative Analyst’s Office warned state officials to prepare by increasing the monitoring of wells in at risk communities and having water ready to deliver.
A report from the California Natural Resources Agency listed 2,600 reports of dry wells received through January 2019, mostly in 2014 and 2015.  The figure was recognized as an undercount.
Cal Matters (Sacramento, Calif.), May 13, 2021",5/13/2021,6/12/2021,estimated,5/14/2021,County,6,California,CA,Merced County,0,0,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54099
54099,6077,California officials warned to prepare for dry wells in Central Valley,"California’s last drought affected rural, low-income Latino communities most in terms of drinking water shortages as Central Valley wells went dry.  A report from the Legislative Analyst’s Office warned state officials to prepare by increasing the monitoring of wells in at risk communities and having water ready to deliver.
A report from the California Natural Resources Agency listed 2,600 reports of dry wells received through January 2019, mostly in 2014 and 2015.  The figure was recognized as an undercount.
Cal Matters (Sacramento, Calif.), May 13, 2021",5/13/2021,6/12/2021,estimated,5/14/2021,County,6,California,CA,San Joaquin County,0,0,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54099
54099,6099,California officials warned to prepare for dry wells in Central Valley,"California’s last drought affected rural, low-income Latino communities most in terms of drinking water shortages as Central Valley wells went dry.  A report from the Legislative Analyst’s Office warned state officials to prepare by increasing the monitoring of wells in at risk communities and having water ready to deliver.
A report from the California Natural Resources Agency listed 2,600 reports of dry wells received through January 2019, mostly in 2014 and 2015.  The figure was recognized as an undercount.
Cal Matters (Sacramento, Calif.), May 13, 2021",5/13/2021,6/12/2021,estimated,5/14/2021,County,6,California,CA,Stanislaus County,0,0,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54099
54099,6107,California officials warned to prepare for dry wells in Central Valley,"California’s last drought affected rural, low-income Latino communities most in terms of drinking water shortages as Central Valley wells went dry.  A report from the Legislative Analyst’s Office warned state officials to prepare by increasing the monitoring of wells in at risk communities and having water ready to deliver.
A report from the California Natural Resources Agency listed 2,600 reports of dry wells received through January 2019, mostly in 2014 and 2015.  The figure was recognized as an undercount.
Cal Matters (Sacramento, Calif.), May 13, 2021",5/13/2021,6/12/2021,estimated,5/14/2021,County,6,California,CA,Tulare County,0,0,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54099
54099,6109,California officials warned to prepare for dry wells in Central Valley,"California’s last drought affected rural, low-income Latino communities most in terms of drinking water shortages as Central Valley wells went dry.  A report from the Legislative Analyst’s Office warned state officials to prepare by increasing the monitoring of wells in at risk communities and having water ready to deliver.
A report from the California Natural Resources Agency listed 2,600 reports of dry wells received through January 2019, mostly in 2014 and 2015.  The figure was recognized as an undercount.
Cal Matters (Sacramento, Calif.), May 13, 2021",5/13/2021,6/12/2021,estimated,5/14/2021,County,6,California,CA,Tuolumne County,0,0,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54099
54074,6107,Giant sequoia smoldering in California's Sequoia National Park,"A giant sequoia in the Sequoia National Park was discovered on May 5 to be still smoldering after a lightning-sparked wildfire in August 2020, according to the National Park Service.  After a winter of low snowfall and rain, there could be additional smoldering fires discovered as summer nears.
Associated Press, May 5, 2021",8/15/2020,5/5/2021,reported,5/7/2021,County,6,California,CA,Tulare County,0,0,0,0,1,0,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54074
54075,6087,Smoldering trees reignite in Santa Cruz mountains of California,"Redwood trees within the CZU Lightning Complex fire burn scar in the Santa Cruz mountains were still smoldering after the blaze was declared 100% contained by Cal Fire eight months ago.  The fires could reignite after a dry winter as precipitation was not sufficient to snuff the smoldering tree roots.  Such reignition fires in Big Basin were documented in the early 1900s.
Cal Fire plans to fly a plane with heat-detecting infrared technology to find embers in the CZU burn scar.
KRON4 (San Francisco, Calif.), May 6, 2021",10/15/2020,5/6/2021,reported,5/7/2021,County,6,California,CA,Santa Cruz County,0,0,0,0,1,0,0,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54075
54060,6041,"Water shortage emergency, more stringent water restrictions in Marin County, California","Marin Municipal Water District approved more stringent water restrictions on May 4 as reservoirs were historically low at about 50% of capacity amid drought, compared to an average of more than 90% capacity for this time of year.  Spray irrigation was limited to twice weekly, and drip irrigation may only be done three times per week.  Covers for pools and spas were mandated.
The board declared a water shortage emergency on April 20.
NBC Bay Area (San Jose, Calif.), May 5, 2021",4/20/2021,12/31/2021,reported,5/5/2021,County,6,California,CA,Marin County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54060
54051,6097,"Drought forcing vineyards, dairies, farmers to conserve in Sonoma County, California","Sonoma County vineyards have pruned grape vines so they will produce less fruit and need less water.  Having water for frost protection is also a big concern for vineyards as frost can be a threat through the latter part of May.  Farm reservoirs were low, offering little for irrigation or frost protection.  Another water-conserving measure one vineyard took was to mow off the cover crops between the vines so there was less competition for rain that might fall. 
Dairy ranchers fear grasslands will turn brown earlier than usual, have sold cattle and were already trucking water for livestock.  Vegetable farmers have adjusted cropping plans to grow vegetables that will offer the largest yield while using less water.  Cannabis growers’ well water use is metered under a specific cap, barely allowing them enough water to get a crop.
The Santa Rosa Press Democrat (Calif.), April 30, 2021",4/30/2021,5/30/2021,estimated,5/3/2021,County,6,California,CA,Sonoma County,0,1,0,0,0,1,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54051
54047,6017,California snow survey canceled,"California’s Department of Water Resources canceled the April 29 snow survey at Phillips Station for lack of snow.  Much of the low elevation snow had melted, while snow at higher elevations was starting to melt.
KCRA-TV NBC 3 Sacramento (Calif.), April 29, 2021",4/29/2021,5/29/2021,estimated,5/1/2021,County,6,California,CA,El Dorado County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/54047
